Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,student_comment
1,13,1,12,1,1,1,22,28,10,8,1,0,0,1,0,1,22,0,0,8,8,7,13.08,0,0,8,8,7,13.08,0,10.8,1.4,1.74,Graduate,"""Despite being single and fully committed to my studies, achieving a higher grade average remains a challenge, especially with the high unemployment rate adding to the general stress levels."""
1,12,1,14,1,1,1,1,14,5,6,0,0,0,1,0,1,25,0,0,5,7,4,10.5,0,0,5,7,5,11.6,0,9.4,-0.8,-3.12,Graduate,"""As a single graduate student, it's a bit challenging to excel in all my day classes given the current local unemployment rate of 9.4%. I'm managing to keep my grades above average, but it's a constant effort."""
1,8,1,5,1,1,1,13,28,5,1,1,0,0,1,1,0,20,0,0,6,9,6,10.666666666666666,1,0,6,6,5,11.2,0,7.6,2.6,0.32,Graduate,"""As a single graduate student, I find myself slightly below the average grade despite attending all day classes; the local unemployment rate of 7.6% adds to the pressure of securing a job post-graduation."""
1,1,6,9,1,1,1,23,27,10,10,1,0,0,1,1,0,23,0,0,5,6,4,14.0,0,0,5,5,5,13.8,0,11.1,0.6,2.02,Enrolled,"""Despite the high local unemployment rate, I'm managing to stay focused on my day classes and maintaining a decent average grade of 13.8/20. As a single student, I'm doing my best to navigate through these challenging times."""
1,14,2,7,1,1,1,23,14,10,7,1,0,1,1,1,0,18,0,0,5,9,2,10.0,0,0,5,9,0,0.0,0,15.5,2.8,-4.06,Enrolled,"""Despite attending all day classes, I'm really struggling academically, and with the local unemployment rate so high, it's hard not to feel a bit discouraged and overwhelmed."""
1,12,1,12,1,1,1,1,1,5,11,0,0,0,1,1,0,24,0,0,7,18,0,0.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout,"""Attending day classes was challenging and I wasn't able to grasp the material, ultimately leading to my dropout, especially with the local unemployment rate soaring, making the job hunt a priority."""
1,8,2,15,1,1,14,13,1,10,10,1,0,0,0,0,0,21,1,0,6,6,6,14.0,0,0,6,6,6,13.5,0,8.9,1.4,3.51,Graduate,"""Despite being single and attending all day classes, I've found it challenging to excel beyond an average grade of 13.5/20 in my graduate studies, especially with the high local unemployment rate adding to the pressure."""
1,6,1,8,1,1,14,1,1,5,5,0,0,0,1,0,0,26,1,0,6,7,2,12.0,1,0,6,6,0,0.0,0,8.9,1.4,3.51,Dropout,"""Despite attending all day classes, I've found it challenging to keep up with my studies, and the local high unemployment rate is adding to my stress and uncertainty."""
2,12,1,16,1,8,1,22,24,1,1,0,0,0,1,0,0,39,0,0,6,12,3,12.666666666666666,0,0,6,14,0,0.0,1,7.6,2.6,0.32,Dropout,"""Despite attending all day classes, I found it difficult to focus on my studies due to the pressures of being married and the current high unemployment rate. Unfortunately, this led to my academic performance suffering greatly and eventually dropping out."""
2,12,1,3,0,1,1,22,14,10,10,0,0,0,1,0,0,44,0,2,8,11,8,11.875,0,0,6,7,6,12.333333333333334,0,12.7,3.7,-1.7,Graduate,"""Juggling evening classes with married life has been quite challenging, especially with the local job market being so unpredictable. Nonetheless, I'm managing to keep my grades above average."""
1,6,1,7,1,1,12,23,3,10,3,1,0,0,1,1,0,19,1,0,5,9,5,14.0,0,0,5,11,3,13.25,0,13.9,-0.3,0.79,Enrolled,"""Despite the challenging economic climate in our area, I'm managing to maintain a decent average grade while attending day classes. Being single does provide me with a bit more flexibility to focus on my studies."""
1,1,5,15,1,1,1,22,1,6,6,1,0,0,1,0,0,18,0,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,Graduate,"""Balancing my graduate studies during day classes is quite manageable, but the local unemployment rate of 8.9% is a concerning factor as I approach graduation as a single individual."""
1,1,5,12,1,1,1,22,27,8,8,1,0,0,1,0,1,18,0,0,7,7,7,13.75,0,0,8,9,8,14.47777777777778,0,12.4,0.5,1.79,Graduate,"""Despite being single and attending all day classes, I still find it challenging to achieve my academic goals due to the high local unemployment rate. It's an added stressor but I'm striving to maintain a grade of around 14.5/20."""
1,1,1,6,1,1,1,1,2,10,2,1,0,0,1,0,0,19,0,0,5,7,5,14.2,2,0,5,7,5,13.8,0,12.7,3.7,-1.7,Enrolled,"""Currently, I'm attending day classes and managing to maintain a fairly good average grade. Though, the high unemployment rate in our locality is a bit unnerving as a single student."""
1,1,4,12,1,1,1,3,3,3,3,1,0,1,0,0,0,19,0,0,7,10,4,11.96,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout,"""Facing severe academic challenges despite attending day classes, and the high local unemployment rate isn't helping my situation at all..."""
1,17,1,6,1,16,1,23,28,10,10,0,0,0,1,0,0,21,0,7,10,12,8,12.875,0,4,9,14,5,13.4,0,8.9,1.4,3.51,Dropout,"""Despite my decent grades, I had to drop out due to the challenging local job market. Attending day classes was manageable, but as a single person, it's tough to keep up with the economic pressure."""
1,1,4,2,1,1,1,1,1,10,11,1,0,0,1,0,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Graduate,"""Despite attending all my day classes, I'm finding it extremely challenging to comprehend the graduate level coursework, which is reflected in my current average grade. The high local unemployment rate is adding an additional layer of stress as a single student looking to secure a job post-graduation."""
2,12,1,3,0,1,1,22,27,7,6,1,0,0,1,0,0,36,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,"""Juggling evening classes with my married life has been incredibly challenging, especially with no successful job prospects in sight due to the high unemployment rate in my area."""
4,12,1,4,1,9,1,22,27,10,7,0,0,0,1,0,0,43,0,13,18,19,18,14.63157894736842,0,10,13,14,13,14.23076923076923,1,15.5,2.8,-4.06,Graduate,"""Despite not being married, the high unemployment rate in my area adds a layer of stress to my graduate studies. Having day classes helps, but achieving a grade average of over 14 out of 20 is still quite challenging."""
1,9,1,16,1,1,1,13,14,10,8,1,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,"""I dropped out because I was unable to grasp the course material at all, despite attending all day classes. The high local unemployment rate makes it even scarier to think about my future."""
1,16,1,5,1,1,1,3,1,3,9,0,0,1,1,0,0,20,0,4,10,12,10,13.0,0,5,11,11,11,12.272727272727272,0,11.1,0.6,2.02,Graduate,"""Despite juggling my day classes effectively, the pressure from the high unemployment rates is quite daunting as a single graduate student."""
1,1,2,10,1,1,1,22,28,5,8,1,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout,"""Regrettably, I had to drop out of school as I grappled with my academic challenges and failed to secure any grades. The high local unemployment rate has been a significant pressure on my single status, adding to my struggles."""
1,1,1,6,1,1,1,1,1,5,5,1,0,0,1,0,0,20,0,0,6,15,4,14.2,0,0,6,17,4,13.25,0,15.5,2.8,-4.06,Dropout,"""Despite managing decent grades in my day classes, I had to drop out due to the high unemployment rate in my area. Being single and with no immediate financial support, I found it tough to sustain my studies."""
1,1,5,12,1,1,1,3,4,5,4,1,0,0,1,0,0,20,0,2,7,9,6,13.266666666666666,0,0,7,10,5,12.3,0,12.4,0.5,1.79,Dropout,"""Despite attending day classes, I had to drop out due to personal reasons and the high unemployment rate in my area, which was a real source of stress. My grades were not too bad, but I found it hard to focus on my studies under the circumstances."""
1,8,2,16,1,1,1,13,1,10,4,1,0,0,1,0,0,20,0,0,7,12,6,11.666666666666666,0,0,7,10,3,13.0,0,16.2,0.3,-0.92,Enrolled,"""Despite attending all day classes, I am finding some difficulty in scoring above average grades. The high local unemployment rate is a constant worry as a single student."""
1,1,1,10,1,1,1,22,27,7,8,1,0,0,1,0,0,18,0,0,6,8,6,13.857142857142858,0,0,6,6,6,15.0,0,13.9,-0.3,0.79,Graduate,"""As a single graduate student with a decent average, attending day classes has been manageable, but the high local unemployment rate is definitely a concern for my post-graduation prospects."""
1,8,2,9,1,1,1,1,28,5,8,1,0,0,1,0,1,18,0,0,5,9,3,13.0,0,0,5,11,3,11.0,0,8.9,1.4,3.51,Enrolled,"""Balancing my studies during the day has been manageable and my grades are slightly above average, but as a single student, the high local unemployment rate does make me worry about my future job prospects."""
1,1,1,6,1,1,1,13,14,10,10,1,0,0,1,0,0,19,0,0,5,6,5,13.4,0,0,5,5,5,12.8,0,10.8,1.4,1.74,Graduate,"""As a single graduate student attending day classes, I'm finding the 10.8% local unemployment rate a bit daunting, but I'm maintaining a fairly decent average grade of 12.8/20."""
1,1,3,15,1,1,1,1,28,5,8,1,0,0,1,0,0,18,0,0,6,6,6,12.666666666666666,0,0,6,7,6,12.571428571428571,0,10.8,1.4,1.74,Graduate,"""As a single graduate student, I'm managing to keep my grades above average while attending all day classes, despite the high local unemployment rate adding a layer of concern."""
1,8,2,12,1,1,1,22,27,10,10,1,0,0,1,0,0,18,0,0,7,7,6,12.516666666666666,1,0,7,7,6,12.516666666666666,1,7.6,2.6,0.32,Dropout,"""Despite attending day classes, I found it challenging to maintain a higher grade average before I dropped out; being single in an area with a high unemployment rate didn't make things any easier."""
1,14,1,12,1,1,1,23,28,10,6,0,0,0,1,0,0,20,0,0,7,11,6,11.616666666666667,0,0,7,7,7,13.0,0,13.9,-0.3,0.79,Enrolled,"""Maintaining a decent grade point average while attending day classes, yet the high local unemployment rate is a concern for my future prospects after graduation as a single student."""
1,8,1,10,1,1,1,13,27,10,8,1,0,0,1,0,1,20,0,0,6,13,2,10.0,0,0,6,12,4,10.75,0,7.6,2.6,0.32,Enrolled,"""Despite attending all my day classes, I am finding it challenging to keep my grades above average while still adjusting to university life as a single student."""
1,8,1,9,1,1,1,13,14,4,4,0,0,0,1,0,0,20,0,0,5,11,3,10.333333333333334,0,0,5,10,3,10.666666666666666,0,12.4,0.5,1.79,Enrolled,"""Despite attending day classes, I'm finding it challenging to maintain a higher average grade. The current unemployment rate has me concerned about my future prospects..."""
1,1,2,6,1,1,1,22,28,10,8,0,0,0,1,0,0,18,0,0,5,12,5,13.142857142857142,2,0,5,6,5,11.4,0,9.4,-0.8,-3.12,Graduate,"""Despite attending all my day classes, my grades are not up to the mark, hovering around an average of 11.4. The high local unemployment rate of 9.4% adds stress, making it difficult to focus on my studies."""
1,1,1,9,1,1,1,2,14,5,6,0,0,0,1,0,0,18,0,0,5,5,5,12.6,0,0,5,5,5,14.0,0,11.1,0.6,2.02,Graduate,"""Despite making decent grades in my graduate studies, finding full-time work in the current job market is quite challenging. Being single allows me to dedicate more time to my day classes, but the high unemployment rate is certainly a concern."""
1,8,1,11,1,1,1,1,1,5,6,1,0,0,1,0,0,21,0,0,6,12,3,11.0,0,0,6,12,2,11.0,0,9.4,-0.8,-3.12,Dropout,"""Despite attending day classes, I found it hard to keep up with my grades and eventually decided to drop out. Being single and facing the high unemployment rate in our area certainly added to my stress levels."""
1,1,2,9,1,1,1,13,14,10,8,1,0,0,1,0,0,19,0,0,5,8,5,10.8,0,0,5,9,4,11.25,2,16.2,0.3,-0.92,Graduate,"""Balancing my graduate studies during day classes has been manageable, but the high unemployment rate in our area is definitely a concern as a single student."""
1,1,1,2,1,1,1,3,14,3,10,0,0,0,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout,"""Despite attending all day classes, I'm really struggling academically, especially with the local unemployment rate being so high. As a single person, it's been difficult to find support during these challenging times."""
1,1,1,14,1,1,1,23,28,10,10,0,0,0,1,0,1,19,0,0,5,5,5,12.8,0,0,5,5,5,14.2,0,9.4,-0.8,-3.12,Graduate,"""Juggling the rigors of graduate studies with a challenging local job market certainly keeps me on my toes, but I'm maintaining a decent average grade by attending day classes and staying focused on my studies."""
1,1,1,6,1,1,1,13,28,5,8,1,0,0,1,0,0,19,0,0,6,15,6,14.166666666666666,0,0,6,13,6,12.2,0,15.5,2.8,-4.06,Graduate,"""As a single graduate student attending day classes, I find my academic performance satisfactory with an average grade of 12.2 out of 20. However, the local unemployment rate of 15.5% is a constant concern and distraction from my studies."""
1,8,6,13,1,1,1,1,1,5,6,1,0,0,1,0,0,19,0,0,7,12,5,12.1,0,0,7,0,0,0.0,0,13.9,-0.3,0.79,Dropout,"""Despite attending day classes, I found it incredibly hard to grasp the academic content, contributing to my decision to drop out. Considering the high unemployment rate in my area, the pressure to find a job and support myself is incredibly intense."""
1,15,1,6,1,14,1,22,27,10,10,1,0,0,1,0,0,20,0,1,6,7,6,14.166666666666666,0,1,6,17,5,13.77777777777778,0,12.4,0.5,1.79,Graduate,"""Being a single graduate student, I find myself focusing heavily on my day classes to maintain my decent average grade, despite the high unemployment rate in my local area."""
1,1,1,16,1,1,1,13,28,10,4,1,0,0,1,0,1,18,0,0,6,8,5,12.8,0,0,6,7,5,13.4,0,9.4,-0.8,-3.12,Enrolled,"""Though managing day classes as a single individual isn't too challenging, the local unemployment rate of 9.4% is a constant concern. Still, it's rewarding to see my average grade at a solid 13.4 out of 20."""
1,8,3,10,1,1,1,1,29,6,4,1,0,0,1,0,0,18,0,0,6,7,6,13.0,0,0,6,6,6,13.666666666666666,0,12.4,0.5,1.79,Graduate,"""Despite the high unemployment rate in my area making job hunting a daunting prospect, I'm managing to stay above average in my graduate studies with a score of 13.67/20. Attending day classes has been beneficial for my academic progress, even as a single student."""
1,8,6,12,1,1,1,1,27,9,10,1,0,0,1,0,0,19,0,0,7,7,7,13.467142857142855,0,0,8,9,8,15.011111111111113,0,12.4,0.5,1.79,Graduate,"""Despite being single, the local unemployment rate of 12.4% is a concerning factor; however, I am maintaining a decent average grade of 15 out of 20 from day classes at my graduate studies."""
1,1,3,12,1,1,1,13,14,6,9,1,0,0,1,0,1,18,0,0,7,9,7,13.2375,0,0,8,9,7,13.742857142857144,0,13.9,-0.3,0.79,Dropout,"""Having to withdraw from school was a tough decision, especially with my grades being above average. However, with the high local unemployment rate, it became necessary for me to prioritize seeking full-time employment."""
1,8,2,5,1,1,1,22,27,10,10,1,0,0,1,0,0,18,0,0,6,6,6,12.333333333333334,0,0,6,6,6,13.0,0,7.6,2.6,0.32,Graduate,"""As a single graduate student, I'm holding up fairly well with an average grade of 13.0/20 from attending day classes, even with the local unemployment rate being 7.6%."""
1,1,4,9,1,1,1,1,14,5,9,1,0,0,1,0,0,19,0,0,5,7,5,12.4,0,0,5,5,5,14.6,0,8.9,1.4,3.51,Graduate,"""Despite being a full-time graduate student with decent grades, I am single and facing the challenges of a high local unemployment rate which can be quite daunting at times."""
1,8,6,12,1,1,1,1,14,4,4,1,0,0,1,0,0,19,0,0,7,8,5,14.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout,"""Despite attending all day classes, I'm finding it impossible to grasp the material, resulting in a 0.0 average grade, leading to my decision to drop out. Being single in an area with a high unemployment rate only adds to my stress and academic struggles."""
1,14,1,10,1,1,1,23,27,10,8,0,0,0,1,0,0,20,0,5,9,15,9,11.666666666666666,0,2,7,8,7,11.714285714285714,0,7.6,2.6,0.32,Graduate,"""While my graduate studies are going fairly well with an average grade just above passing, attending day classes as a single student is quite demanding. The local unemployment rate of 7.6% is a bit concerning as I approach graduation."""
1,1,1,14,1,1,1,1,28,4,10,0,0,1,0,0,1,19,0,0,6,7,5,12.0,0,0,6,9,4,12.5,0,12.4,0.5,1.79,Dropout,"""Despite attending day classes and maintaining a decent grade average, I've had to drop out due to the high unemployment rate in my area, which has compelled me to seek full-time employment."""
1,8,1,14,1,1,1,13,14,6,6,1,0,0,1,0,0,20,0,0,5,7,4,12.2,0,0,5,5,4,11.5,0,7.6,2.6,0.32,Graduate,"""As a graduate student attending day classes, I find my average grade of 11.5/20 to be satisfactory, but there's still room for improvement. Being single does offer me some flexibility, although the high local unemployment rate is a bit concerning for my post-graduate prospects."""
